Date,Price,Open,High,Low,Volume,Chg%
2016-12-19,"1,225.90","1,225.90","1,225.90","1,225.90",0.25K,0.41%
2016-12-16,"1,220.90","1,220.90","1,220.90","1,220.90",0.15K,0.64%
2016-12-15,"1,213.10","1,213.10","1,213.10","1,213.10",0.00K,-2.04%
2016-12-14,"1,238.30","1,238.30","1,238.30","1,238.30",0.01K,0.38%
2016-12-13,"1,233.60","1,233.60","1,233.60","1,233.60",0.64K,-0.54%
2016-12-12,"1,240.30","1,240.30","1,240.30","1,240.30",0.33K,0.35%
2016-12-09,"1,236.00","1,236.00","1,236.00","1,236.00",0.37K,-0.83%
2016-12-08,"1,246.40","1,246.40","1,246.40","1,246.40",0.32K,-0.34%
2016-12-07,"1,250.60","1,250.60","1,250.60","1,250.60",0.18K,1.26%
2016-12-06,"1,235.00","1,235.00","1,235.00","1,235.00",0.65K,-0.54%
2016-12-05,"1,241.70","1,236.70","1,236.70","1,236.70",0.00K,-0.06%
2016-12-02,"1,242.40","1,242.40","1,242.40","1,242.40",1.52K,0.71%
2016-12-01,"1,233.70","1,233.70","1,233.70","1,233.70",1.59K,-0.38%
2016-11-30,"1,238.40","1,238.40","1,238.40","1,238.40",7.16K,-1.36%
2016-11-29,"1,255.50","1,255.50","1,255.50","1,255.50",42.12K,-0.25%
2016-11-28,"1,258.60","1,258.60","1,258.60","1,258.60",0.02K,1.05%
2016-11-25,"1,245.50","1,245.50","1,245.50","1,245.50",0.01K,5.06%
2016-11-24,"1,185.55","1,189.20","1,190.30","1,179.75",0,-5.68%
2016-11-23,"1,256.90","1,256.90","1,256.90","1,256.90",0.31K,-1.65%
2016-11-22,"1,278.00","1,278.00","1,278.00","1,278.00",0.02K,0.09%
2016-11-21,"1,276.80","1,276.80","1,276.80","1,276.80",0,0.03%
2016-11-18,"1,276.40","1,276.40","1,276.40","1,276.40",0.61K,-0.58%
2016-11-17,"1,283.80","1,283.80","1,283.80","1,283.80",1.14K,-0.50%
2016-11-16,"1,290.30","1,290.30","1,290.30","1,290.30",0.07K,-0.05%
2016-11-15,"1,290.90","1,290.90","1,290.90","1,290.90",0.02K,0.31%
2016-11-14,"1,286.90","1,286.90","1,286.90","1,286.90",0.00K,0.33%
2016-11-11,"1,282.70","1,282.70","1,282.70","1,282.70",0.60K,-3.31%
2016-11-10,"1,326.60","1,326.60","1,326.60","1,326.60",0.06K,-0.68%
2016-11-09,"1,335.70","1,334.00","1,334.00","1,334.00",0.00K,-0.04%
2016-11-08,"1,336.20","1,336.20","1,336.20","1,336.20",0.05K,-0.31%
2016-11-07,"1,340.40","1,340.40","1,340.40","1,340.40",0.03K,-1.85%
2016-11-04,"1,365.70","1,365.70","1,365.70","1,365.70",0.01K,0.14%
2016-11-03,"1,363.80","1,363.80","1,363.80","1,363.80",0.07K,-0.31%
2016-11-02,"1,368.00","1,368.00","1,368.00","1,368.00",0.03K,1.48%
2016-11-01,"1,348.00","1,348.00","1,348.00","1,348.00",0.15K,1.07%
2016-10-31,"1,333.70","1,333.70","1,333.70","1,333.70",0.06K,-0.25%
2016-10-28,"1,337.10","1,337.10","1,337.10","1,337.10",0.56K,0.53%
2016-10-27,"1,330.00","1,330.00","1,330.00","1,330.00",0.00K,0.41%
2016-10-26,"1,324.60","1,324.60","1,324.60","1,324.60",0.28K,-0.53%
2016-10-25,"1,331.60","1,331.60","1,331.60","1,331.60",0.06K,1.09%
2016-10-24,"1,317.20","1,317.20","1,317.20","1,317.20",0.04K,-0.44%
2016-10-21,"1,323.00","1,323.00","1,323.00","1,323.00",0.22K,-0.04%
2016-10-20,"1,323.50","1,323.50","1,323.50","1,323.50",0.42K,-0.13%
2016-10-19,"1,325.20","1,325.20","1,325.20","1,325.20",0.22K,0.50%
2016-10-18,"1,318.60","1,318.60","1,318.60","1,318.60",0.01K,0.52%
2016-10-17,"1,311.80","1,311.80","1,311.80","1,311.80",0.04K,0.11%
2016-10-14,"1,310.40","1,310.40","1,310.40","1,310.40",0.31K,-0.14%
2016-10-13,"1,312.30","1,312.30","1,312.30","1,312.30",0.32K,0.35%
2016-10-12,"1,307.70","1,307.70","1,307.70","1,307.70",0.13K,-0.14%
2016-10-11,"1,309.50","1,309.50","1,309.50","1,309.50",0.03K,-0.33%
2016-10-10,"1,313.90","1,313.90","1,313.90","1,313.90",0.03K,0.72%
2016-10-07,"1,304.50","1,304.50","1,304.50","1,304.50",0.17K,-0.08%
2016-10-06,"1,305.50","1,305.50","1,305.50","1,305.50",0.11K,-1.20%
2016-10-05,"1,321.30","1,321.30","1,321.30","1,321.30",0.25K,-0.06%
2016-10-04,"1,322.10","1,322.10","1,322.10","1,322.10",1.89K,-3.21%
2016-10-03,"1,365.90","1,365.90","1,365.90","1,365.90",0.30K,-0.33%
2016-09-30,"1,370.40","1,383.50","1,383.50","1,383.50",0.00K,-0.63%
2016-09-29,"1,379.10","1,379.10","1,379.10","1,379.10",6.11K,0.17%
2016-09-28,"1,376.70","1,376.70","1,376.70","1,376.70",0.03K,-0.56%
2016-09-27,"1,384.40","1,384.40","1,384.40","1,384.40",0.05K,-1.02%
2016-09-26,"1,398.60","1,398.60","1,398.60","1,398.60",0.03K,0.19%
2016-09-23,"1,396.00","1,396.00","1,396.00","1,396.00",0.04K,-0.23%
2016-09-22,"1,399.20","1,399.20","1,399.20","1,399.20",0.02K,0.79%
2016-09-21,"1,388.30","1,388.30","1,388.30","1,388.30",0.08K,0.99%
2016-09-20,"1,374.70","1,374.70","1,374.70","1,374.70",0.10K,0.02%
2016-09-19,"1,374.40","1,374.40","1,374.40","1,374.40",0.02K,0.53%
2016-09-16,"1,367.10","1,367.10","1,367.10","1,367.10",0.00K,-0.57%
2016-09-15,"1,374.90","1,379.30","1,379.30","1,378.00",0.00K,-0.61%
2016-09-14,"1,383.30","1,386.70","1,386.70","1,379.20",0.01K,0.18%
2016-09-13,"1,380.80","1,380.80","1,380.80","1,380.80",0.25K,-0.26%
2016-09-12,"1,384.40","1,384.40","1,384.40","1,384.40",0.18K,-0.62%
2016-09-09,"1,393.10","1,393.10","1,393.10","1,393.10",0.04K,-0.51%
2016-09-08,"1,400.20","1,400.20","1,400.20","1,400.20",0.03K,-0.49%
2016-09-07,"1,407.10","1,407.10","1,407.10","1,407.10",0.01K,-0.28%
2016-09-06,"1,411.10","1,411.10","1,411.10","1,411.10",0.05K,6.01%
2016-09-05,"1,331.10","1,326.35","1,332.15","1,325.55",0,0.37%
2016-09-04,"1,326.25","1,328.20","1,328.75","1,326.15",0,-4.26%
2016-09-02,"1,385.30","1,385.30","1,385.30","1,385.30",0.06K,0.93%
2016-09-01,"1,372.60","1,372.60","1,372.60","1,372.60",0.23K,0.34%
2016-08-31,"1,367.90","1,367.90","1,367.90","1,367.90",0.21K,-0.48%
2016-08-30,"1,374.50","1,374.50","1,374.50","1,374.50",0.71K,-0.72%
2016-08-29,"1,384.40","1,384.40","1,384.40","1,384.40",0.04K,0.09%
2016-08-26,"1,383.20","1,383.20","1,383.20","1,383.20",0.14K,-0.06%
2016-08-25,"1,384.00","1,384.40","1,384.40","1,384.40",0.00K,-0.46%
2016-08-24,"1,390.40","1,389.00","1,389.00","1,389.00",0.00K,-1.24%
2016-08-23,"1,407.80","1,407.80","1,407.80","1,407.80",0.55K,0.19%
2016-08-22,"1,405.20","1,405.20","1,405.20","1,405.20",0.12K,-0.20%
2016-08-19,"1,408.00","1,408.00","1,408.00","1,408.00",0.20K,-0.78%
2016-08-18,"1,419.10","1,419.10","1,419.10","1,419.10",0.14K,0.60%
2016-08-17,"1,410.60","1,410.60","1,410.60","1,410.60",0.14K,-0.59%
2016-08-16,"1,419.00","1,410.70","1,410.70","1,410.70",0.00K,0.60%
2016-08-15,"1,410.60","1,410.60","1,410.60","1,410.60",0.00K,0.27%
2016-08-12,"1,406.80","1,406.80","1,406.80","1,406.80",0.11K,-0.51%
2016-08-11,"1,414.00","1,414.00","1,414.00","1,414.00",0.67K,-0.11%
2016-08-10,"1,415.60","1,415.60","1,415.60","1,415.60",0.11K,0.35%
2016-08-09,"1,410.60","1,409.90","1,409.90","1,409.90",0.00K,0.38%
2016-08-08,"1,405.30","1,405.30","1,405.30","1,405.30",0.59K,-0.18%
2016-08-05,"1,407.90","1,407.90","1,407.90","1,407.90",1.11K,-1.40%
2016-08-04,"1,427.90","1,427.90","1,427.90","1,427.90",0.38K,0.28%
2016-08-03,"1,423.90","1,423.90","1,423.90","1,423.90",0.72K,-0.38%
2016-08-02,"1,429.40","1,429.40","1,429.40","1,429.40",0.05K,0.93%
2016-08-01,"1,416.20","1,416.20","1,416.20","1,416.20",0.00K,0.04%
2016-07-29,"1,415.70","1,415.70","1,415.70","1,415.70",6.08K,1.21%
2016-07-28,"1,398.80","1,402.80","1,402.80","1,402.80",0.00K,0.49%
2016-07-27,"1,392.00","1,392.00","1,392.00","1,392.00",0.00K,0.68%
2016-07-26,"1,382.60","1,382.60","1,382.60","1,382.60",0.05K,0.09%
2016-07-25,"1,381.30","1,381.30","1,381.30","1,381.30",0.55K,-0.30%
2016-07-22,"1,385.50","1,385.50","1,385.50","1,385.50",0.06K,-0.48%
2016-07-21,"1,392.20","1,392.20","1,392.20","1,392.20",0.32K,0.91%
2016-07-20,"1,379.70","1,379.70","1,379.70","1,379.70",0.75K,-0.90%
2016-07-19,"1,392.30","1,392.30","1,392.30","1,392.30",0.35K,0.50%
2016-07-18,"1,385.40","1,385.40","1,385.40","1,385.40",0.05K,0.14%
2016-07-15,"1,383.50","1,383.50","1,383.50","1,383.50",0.05K,-0.30%
2016-07-14,"1,387.70","1,387.70","1,387.70","1,387.70",0.02K,-0.81%
2016-07-13,"1,399.00","1,399.00","1,399.00","1,399.00",0.00K,0.60%
2016-07-12,"1,390.70","1,390.70","1,390.70","1,390.70",0.25K,-1.46%
2016-07-11,"1,411.30","1,411.30","1,411.30","1,411.30",0.03K,-0.05%
2016-07-08,"1,412.00","1,412.00","1,412.00","1,412.00",0.25K,-0.21%
2016-07-07,"1,415.00","1,415.00","1,415.00","1,415.00",0.21K,-0.55%
2016-07-06,"1,422.80","1,422.80","1,422.80","1,422.80",0.00K,0.59%
2016-07-05,"1,414.40","1,414.40","1,414.40","1,414.40",0.00K,4.62%
2016-07-04,"1,352.00","1,345.00","1,360.15","1,343.00",0,0.48%
2016-07-03,"1,345.50","1,344.50","1,347.55","1,338.85",0,-3.50%
2016-07-01,"1,394.30","1,394.30","1,394.30","1,394.30",0.00K,1.40%
2016-06-30,"1,375.00","1,375.00","1,375.00","1,375.00",0.56K,-0.46%
2016-06-29,"1,381.40","1,381.40","1,381.40","1,381.40",0.41K,0.67%
2016-06-28,"1,372.20","1,372.20","1,372.20","1,372.20",0.02K,-0.48%
2016-06-27,"1,378.80","1,378.80","1,378.80","1,378.80",0.09K,0.15%
2016-06-24,"1,376.80","1,376.80","1,376.80","1,376.80",0.69K,4.49%
2016-06-23,"1,317.70","1,317.70","1,317.70","1,317.70",0.22K,-0.33%
2016-06-22,"1,322.10","1,322.10","1,322.10","1,322.10",0.05K,-0.19%
2016-06-21,"1,324.60","1,324.60","1,324.60","1,324.60",0.13K,-1.46%
2016-06-20,"1,344.20","1,344.20","1,344.20","1,344.20",0.05K,0.10%
2016-06-17,"1,342.90","1,342.90","1,342.90","1,342.90",0.13K,-0.20%
2016-06-16,"1,345.60","1,345.60","1,345.60","1,345.60",0.25K,0.79%
2016-06-15,"1,335.00","1,335.00","1,335.00","1,335.00",0.00K,-0.01%
2016-06-14,"1,335.20","1,335.20","1,335.20","1,335.20",0.55K,-0.19%
2016-06-13,"1,337.70","1,337.70","1,337.70","1,337.70",0.33K,0.75%
2016-06-10,"1,327.70","1,327.70","1,327.70","1,327.70",0.01K,0.25%
2016-06-09,"1,324.40","1,324.40","1,324.40","1,324.40",0.38K,0.79%
2016-06-08,"1,314.00","1,314.00","1,314.00","1,314.00",0.41K,1.17%
2016-06-07,"1,298.80","1,298.80","1,298.80","1,298.80",0.28K,-0.05%
2016-06-06,"1,299.40","1,299.40","1,299.40","1,299.40",1.14K,0.37%
2016-06-03,"1,294.60","1,294.60","1,294.60","1,294.60",0.00K,2.35%
2016-06-02,"1,264.90","1,264.90","1,264.90","1,264.90",1.63K,-0.18%
2016-06-01,"1,267.20","1,267.20","1,267.20","1,267.20",2.72K,-0.17%
2016-05-31,"1,269.30","1,269.30","1,269.30","1,269.30",6.43K,4.71%
2016-05-30,"1,212.15","1,208.25","1,213.15","1,201.80",0,-4.37%
2016-05-27,"1,267.60","1,267.60","1,267.60","1,267.60",63.74K,-0.47%
2016-05-26,"1,273.60","1,273.60","1,273.60","1,273.60",0.00K,-0.30%
2016-05-25,"1,277.40","1,277.40","1,277.40","1,277.40",0.01K,-0.41%
2016-05-24,"1,282.70","1,282.70","1,282.70","1,282.70",0.02K,-1.70%
2016-05-23,"1,304.90","1,304.90","1,304.90","1,304.90",0.06K,-0.08%
2016-05-20,"1,305.90","1,305.90","1,305.90","1,305.90",0.04K,0.00%
2016-05-19,"1,305.90","1,305.90","1,305.90","1,305.90",0.07K,-1.39%
2016-05-18,"1,324.30","1,324.30","1,324.30","1,324.30",0.02K,-0.05%
2016-05-17,"1,324.90","1,324.90","1,324.90","1,324.90",0.02K,0.23%
2016-05-16,"1,321.80","1,321.80","1,321.80","1,321.80",0.04K,0.17%
2016-05-13,"1,319.50","1,319.50","1,319.50","1,319.50",0.07K,0.14%
2016-05-12,"1,317.70","1,317.70","1,317.70","1,317.70",0.10K,-0.37%
2016-05-11,"1,322.60","1,322.60","1,322.60","1,322.60",0.01K,0.86%
2016-05-10,"1,311.30","1,311.30","1,311.30","1,311.30",0.02K,-0.12%
2016-05-09,"1,312.90","1,312.90","1,312.90","1,312.90",0.34K,-2.03%
2016-05-06,"1,340.10","1,340.10","1,340.10","1,340.10",0.31K,1.69%
2016-05-05,"1,317.80","1,317.80","1,317.80","1,317.80",0.33K,-0.49%
2016-05-04,"1,324.30","1,324.30","1,324.30","1,324.30",0.11K,-1.38%
2016-05-03,"1,342.80","1,342.80","1,342.80","1,342.80",0.00K,-0.33%
2016-05-02,"1,347.30","1,347.30","1,347.30","1,347.30",0.19K,0.44%
2016-04-29,"1,341.40","1,341.40","1,341.40","1,341.40",0.46K,1.87%
2016-04-28,"1,316.80","1,316.80","1,316.80","1,316.80",0.30K,1.31%
2016-04-27,"1,299.80","1,299.80","1,299.80","1,299.80",0.04K,0.57%
2016-04-26,"1,292.40","1,292.40","1,292.40","1,292.40",0.10K,0.26%
2016-04-25,"1,289.10","1,289.10","1,289.10","1,289.10",0.44K,0.81%
2016-04-22,"1,278.80","1,278.80","1,278.80","1,278.80",0.19K,-1.59%
2016-04-21,"1,299.50","1,299.50","1,299.50","1,299.50",0.12K,-0.22%
2016-04-20,"1,302.30","1,302.30","1,302.30","1,302.30",0.18K,0.12%
2016-04-19,"1,300.80","1,300.80","1,300.80","1,300.80",0.39K,1.60%
2016-04-18,"1,280.30","1,280.30","1,280.30","1,280.30",0.00K,0.05%
2016-04-15,"1,279.70","1,279.70","1,279.70","1,279.70",0.10K,0.60%
2016-04-14,"1,272.10","1,272.10","1,272.10","1,272.10",0.26K,-1.68%
2016-04-13,"1,293.90","1,293.90","1,293.90","1,293.90",0.20K,-0.96%
2016-04-12,"1,306.40","1,306.40","1,306.40","1,306.40",0.19K,0.31%
2016-04-11,"1,302.40","1,302.40","1,302.40","1,302.40",0.44K,1.17%
2016-04-08,"1,287.30","1,287.30","1,287.30","1,287.30",0.41K,0.39%
2016-04-07,"1,282.30","1,282.30","1,282.30","1,282.30",0.38K,1.06%
2016-04-06,"1,268.80","1,268.80","1,268.80","1,268.80",0.25K,-0.45%
2016-04-05,"1,274.50","1,274.50","1,274.50","1,274.50",0.48K,0.77%
2016-04-04,"1,264.70","1,264.70","1,264.70","1,264.70",2.04K,-0.33%
2016-04-01,"1,268.90","1,268.90","1,268.90","1,268.90",1.60K,-0.94%
2016-03-31,"1,280.90","1,280.90","1,280.90","1,280.90",3.38K,0.31%
2016-03-30,"1,276.90","1,276.90","1,276.90","1,276.90",48.25K,-0.73%
2016-03-29,"1,286.30","1,286.30","1,286.30","1,286.30",0.04K,1.23%
2016-03-28,"1,270.70","1,270.70","1,270.70","1,270.70",0.03K,4.44%
2016-03-25,"1,216.70","1,216.70","1,216.70","1,216.70",0,-4.38%
2016-03-24,"1,272.40","1,272.40","1,272.40","1,272.40",0.01K,-0.13%
2016-03-23,"1,274.00","1,299.00","1,299.00","1,269.70",0.01K,-1.91%
2016-03-22,"1,298.80","1,298.80","1,298.80","1,298.80",0.02K,0.47%
2016-03-21,"1,292.70","1,292.70","1,292.70","1,292.70",1.06K,-0.71%
2016-03-18,"1,302.00","1,302.00","1,302.00","1,302.00",0.00K,-0.92%
2016-03-17,"1,314.10","1,314.10","1,314.10","1,314.10",0.03K,2.59%
2016-03-16,"1,280.90","1,280.90","1,280.90","1,280.90",0.05K,0.05%
2016-03-15,"1,280.20","1,280.20","1,280.20","1,280.20",0.04K,-1.10%
2016-03-14,"1,294.40","1,285.00","1,286.40","1,285.00",0.00K,-1.09%
2016-03-11,"1,308.60","1,308.60","1,308.60","1,308.60",0.09K,-0.87%
2016-03-10,"1,320.10","1,299.00","1,299.00","1,299.00",0.00K,1.28%
2016-03-09,"1,303.40","1,304.00","1,304.00","1,304.00",0.00K,-0.43%
2016-03-08,"1,309.00","1,309.00","1,309.00","1,309.00",0.00K,-0.10%
2016-03-07,"1,310.30","1,310.30","1,310.30","1,310.30",0.07K,-0.40%
2016-03-04,"1,315.60","1,315.60","1,315.60","1,315.60",0.00K,1.15%
2016-03-03,"1,300.70","1,300.70","1,300.70","1,300.70",0.12K,1.38%
2016-03-02,"1,283.00","1,283.00","1,283.00","1,283.00",0.27K,0.93%
2016-03-01,"1,271.20","1,271.20","1,271.20","1,271.20",0.48K,-0.16%
2016-02-29,"1,273.30","1,273.30","1,273.30","1,273.30",0.58K,1.15%
2016-02-26,"1,258.80","1,258.80","1,258.80","1,258.80",0.66K,-1.43%
2016-02-25,"1,277.00","1,277.00","1,277.00","1,277.00",0.00K,-0.01%
2016-02-24,"1,277.10","1,277.10","1,277.10","1,277.10",0.11K,1.24%
2016-02-23,"1,261.40","1,261.40","1,261.40","1,261.40",0.35K,1.18%
2016-02-22,"1,246.70","1,246.00","1,246.00","1,246.00",0.00K,-1.63%
2016-02-19,"1,267.40","1,267.40","1,267.40","1,267.40",0.08K,0.39%
2016-02-18,"1,262.50","1,262.50","1,262.50","1,262.50",0.32K,1.23%
2016-02-17,"1,247.20","1,247.20","1,247.20","1,247.20",0.05K,0.49%
2016-02-16,"1,241.10","1,230.00","1,230.00","1,230.00",0.00K,2.73%
2016-02-15,"1,208.10","1,234.00","1,235.10","1,202.80",0,-2.07%
2016-02-14,"1,233.60","1,235.70","1,235.90","1,231.40",0,-2.96%
2016-02-12,"1,271.20","1,271.20","1,271.20","1,271.20",0.01K,-0.85%
2016-02-11,"1,282.10","1,269.00","1,269.00","1,269.00",0.00K,4.02%
2016-02-10,"1,232.60","1,232.60","1,232.60","1,232.60",0.67K,-0.35%
2016-02-09,"1,236.90","1,236.90","1,236.90","1,236.90",0.70K,-0.10%
2016-02-08,"1,238.20","1,243.80","1,243.80","1,243.80",0.00K,3.36%
2016-02-05,"1,198.00","1,220.40","1,220.40","1,220.40",0.00K,0.03%
2016-02-04,"1,197.70","1,197.70","1,197.70","1,197.70",0.77K,1.22%
2016-02-03,"1,183.30","1,183.30","1,183.30","1,183.30",1.63K,1.13%
2016-02-02,"1,170.10","1,170.10","1,170.10","1,170.10",1.23K,-0.29%
2016-02-01,"1,173.50","1,173.50","1,173.50","1,173.50",1.68K,1.00%
2016-01-29,"1,161.90","1,161.90","1,161.90","1,161.90",0.00K,-0.15%
2016-01-28,"1,163.70","1,163.70","1,163.70","1,163.70",52.86K,-0.02%
2016-01-27,"1,163.90","1,163.90","1,163.90","1,163.90",0.01K,-0.29%
2016-01-26,"1,167.30","1,167.30","1,167.30","1,167.30",0.18K,1.29%
2016-01-25,"1,152.40","1,152.40","1,152.40","1,152.40",0.01K,0.86%
2016-01-22,"1,142.60","1,142.60","1,142.60","1,142.60",0.00K,-0.09%
2016-01-21,"1,143.60","1,143.60","1,143.60","1,143.60",0.02K,-0.70%
2016-01-20,"1,151.70","1,151.70","1,151.70","1,151.70",0.03K,1.40%
2016-01-19,"1,135.80","1,135.80","1,135.80","1,135.80",0.02K,4.35%
2016-01-18,"1,088.50","1,090.20","1,093.30","1,087.40",0,-0.17%
2016-01-17,"1,090.30","1,088.60","1,090.80","1,088.60",0,-4.15%
2016-01-15,"1,137.50","1,137.50","1,137.50","1,137.50",0.04K,1.29%
2016-01-14,"1,123.00","1,123.00","1,123.00","1,123.00",0.06K,-1.27%
2016-01-13,"1,137.40","1,137.40","1,137.40","1,137.40",0.05K,0.03%
2016-01-12,"1,137.10","1,137.10","1,137.10","1,137.10",0.09K,-0.99%
2016-01-11,"1,148.50","1,148.50","1,148.50","1,148.50",0.04K,-0.28%
2016-01-08,"1,151.70","1,151.70","1,151.70","1,151.70",0.10K,-0.95%
2016-01-07,"1,162.70","1,162.70","1,162.70","1,162.70",0.12K,0.94%
2016-01-06,"1,151.90","1,151.90","1,151.90","1,151.90",0.05K,1.19%
2016-01-05,"1,138.40","1,138.40","1,138.40","1,138.40",0.08K,0.26%
2016-01-04,"1,135.50","1,135.50","1,135.50","1,135.50",0.14K,1.29%
2015-12-31,"1,121.00","1,121.00","1,121.00","1,121.00",0.01K,0.02%
2015-12-30,"1,120.80","1,120.80","1,120.80","1,120.80",0.00K,-0.69%
2015-12-29,"1,128.60","1,128.60","1,128.60","1,128.60",0.00K,0.04%
2015-12-28,"1,128.10","1,128.10","1,128.10","1,128.10",0.36K,-0.69%
2015-12-24,"1,135.90","1,135.90","1,135.90","1,135.90",0.02K,0.68%
2015-12-23,"1,128.20","1,128.20","1,128.20","1,128.20",0.20K,-0.51%
2015-12-22,"1,134.00","1,134.00","1,134.00","1,134.00",0.11K,-0.57%
2015-12-21,"1,140.50","1,140.50","1,140.50","1,140.50",0.00K,1.53%
2015-12-18,"1,123.30","1,123.30","1,123.30","1,123.30",0.25K,1.37%
2015-12-17,"1,108.10","1,108.10","1,108.10","1,108.10",0.06K,-2.40%
2015-12-16,"1,135.30","1,135.30","1,135.30","1,135.30",0.08K,1.38%
2015-12-15,"1,119.80","1,119.80","1,119.80","1,119.80",0.22K,-0.14%
2015-12-14,"1,121.40","1,121.40","1,121.40","1,121.40",0.51K,-1.09%
2015-12-11,"1,133.80","1,133.80","1,133.80","1,133.80",0.41K,0.31%
2015-12-10,"1,130.30","1,130.30","1,130.30","1,130.30",0.23K,-0.41%
2015-12-09,"1,134.90","1,134.90","1,134.90","1,134.90",0.39K,0.08%
2015-12-08,"1,134.00","1,134.00","1,134.00","1,134.00",0.31K,-0.03%
2015-12-07,"1,134.30","1,134.30","1,134.30","1,134.30",0.66K,-0.78%
2015-12-04,"1,143.20","1,143.20","1,143.20","1,143.20",0.89K,2.02%
2015-12-03,"1,120.60","1,120.60","1,120.60","1,120.60",1.16K,0.74%
2015-12-02,"1,112.40","1,112.40","1,112.40","1,112.40",0.50K,-0.86%
2015-12-01,"1,122.00","1,122.00","1,122.00","1,122.00",3.44K,-0.17%
2015-11-30,"1,123.90","1,123.90","1,123.90","1,123.90",4.60K,0.84%
2015-11-27,"1,114.50","1,114.50","1,114.50","1,114.50",52.13K,4.08%
2015-11-26,"1,070.80","1,070.10","1,074.20","1,069.20",0,-5.10%
2015-11-25,"1,128.40","1,128.40","1,128.40","1,128.40",0.06K,-0.28%
2015-11-24,"1,131.60","1,131.60","1,131.60","1,131.60",0.22K,0.61%
2015-11-23,"1,124.70","1,124.70","1,124.70","1,124.70",0.06K,-0.80%
2015-11-20,"1,133.80","1,133.80","1,133.80","1,133.80",0.01K,-0.16%
2015-11-19,"1,135.60","1,135.20","1,135.20","1,135.20",0.00K,0.77%
2015-11-18,"1,126.90","1,126.90","1,126.90","1,126.90",0.01K,0.00%
2015-11-17,"1,126.90","1,131.00","1,138.40","1,131.00",0.01K,-1.37%
2015-11-16,"1,142.50","1,142.50","1,142.50","1,142.50",0.00K,0.11%
2015-11-13,"1,141.30","1,141.30","1,141.30","1,141.30",0.02K,0.00%
2015-11-12,"1,141.30","1,141.30","1,141.30","1,141.30",0.00K,-0.36%
2015-11-11,"1,145.40","1,145.40","1,145.40","1,145.40",0.00K,-0.35%
2015-11-10,"1,149.40","1,149.40","1,149.40","1,149.40",0.02K,0.02%
2015-11-09,"1,149.20","1,149.20","1,149.20","1,149.20",0.00K,0.11%
2015-11-06,"1,147.90","1,147.90","1,147.90","1,147.90",0.08K,-1.05%
2015-11-05,"1,160.10","1,160.10","1,160.10","1,160.10",0.08K,-0.09%
2015-11-04,"1,161.20","1,161.20","1,161.20","1,161.20",0.14K,-0.63%
2015-11-03,"1,168.60","1,168.60","1,168.60","1,168.60",0.19K,-1.83%
2015-11-02,"1,190.40","1,190.40","1,190.40","1,190.40",0.18K,-0.40%
2015-10-30,"1,195.20","1,195.20","1,195.20","1,195.20",0.25K,-0.55%
2015-10-29,"1,201.80","1,201.80","1,201.80","1,201.80",0.33K,-2.24%
2015-10-28,"1,229.30","1,229.30","1,229.30","1,229.30",0.00K,0.91%
2015-10-27,"1,218.20","1,218.20","1,218.20","1,218.20",0.30K,-0.17%
2015-10-26,"1,220.30","1,220.30","1,220.30","1,220.30",0.18K,0.13%
2015-10-23,"1,218.70","1,218.70","1,218.70","1,218.70",0.15K,-0.77%
2015-10-22,"1,228.20","1,228.20","1,228.20","1,228.20",0.05K,-0.12%
2015-10-21,"1,229.70","1,229.70","1,229.70","1,229.70",0.04K,-0.90%
2015-10-20,"1,240.90","1,240.90","1,240.90","1,240.90",0.02K,0.37%
2015-10-19,"1,236.30","1,236.30","1,236.30","1,236.30",0.06K,-0.83%
2015-10-16,"1,246.60","1,246.60","1,246.60","1,246.60",0.24K,-0.38%
2015-10-15,"1,251.40","1,251.40","1,251.40","1,251.40",0.14K,0.63%
2015-10-14,"1,243.60","1,243.60","1,243.60","1,243.60",0.14K,0.97%
2015-10-13,"1,231.70","1,231.70","1,231.70","1,231.70",0.13K,0.05%
2015-10-12,"1,231.10","1,231.10","1,231.10","1,231.10",0.04K,0.71%
2015-10-09,"1,222.40","1,222.40","1,222.40","1,222.40",0.02K,1.03%
2015-10-08,"1,209.90","1,209.90","1,209.90","1,209.90",0.14K,-0.34%
2015-10-07,"1,214.00","1,214.00","1,214.00","1,214.00",0.10K,0.22%
2015-10-06,"1,211.30","1,211.30","1,211.30","1,211.30",0.15K,0.65%
2015-10-05,"1,203.50","1,203.50","1,203.50","1,203.50",0.23K,-0.06%
2015-10-02,"1,204.20","1,204.20","1,204.20","1,204.20",0.32K,1.87%
2015-10-01,"1,182.10","1,182.10","1,182.10","1,182.10",1.18K,-0.13%
2015-09-30,"1,183.60","1,183.60","1,183.60","1,183.60",0.87K,-1.29%
2015-09-29,"1,199.10","1,199.10","1,199.10","1,199.10",2.42K,-0.44%
2015-09-28,"1,204.40","1,204.40","1,204.40","1,204.40",0.01K,-1.18%
2015-09-25,"1,218.80","1,218.80","1,218.80","1,218.80",0.06K,-0.66%
2015-09-24,"1,226.90","1,226.90","1,226.90","1,226.90",0.04K,1.71%
2015-09-23,"1,206.30","1,206.30","1,206.30","1,206.30",0.03K,0.56%
2015-09-22,"1,199.60","1,199.60","1,199.60","1,199.60",0.04K,-0.81%
2015-09-21,"1,209.40","1,209.40","1,209.40","1,209.40",0.00K,-0.39%
2015-09-18,"1,214.10","1,214.10","1,214.10","1,214.10",0.06K,1.61%
